code,name,is_etf
002301,齐心集团,False
002302,西部建设,False
002303,美盈森,False
002304,洋河股份,False
002307,北新路桥,False
002309,中利集团,False
002310,东方新能,False
002311,海大集团,False
002312,川发龙蟒,False
002313,日海智能,False
002314,南山控股,False
002315,焦点科技,False
002316,亚联发展,False
002317,众生药业,False
002318,久立特材,False
002319,乐通股份,False
002320,海峡股份,False
002321,华英农业,False
002322,理工能科,False
002323,雅博股份,False
002324,普利特,False
002326,永太科技,False
002327,富安娜,False
002328,新朋股份,False
002329,皇氏集团,False
002330,得利斯,False
002331,皖通科技,False
002332,仙琚制药,False
002333,罗普斯金,False
002334,英威腾,False
002335,科华数据,False
002336,人乐退,False
002337,赛象科技,False
002338,奥普光电,False
002339,积成电子,False
002340,格林美,False
002342,巨力索具,False
002343,慈文传媒,False
002344,海宁皮城,False
002345,潮宏基,False
002346,柘中股份,False
002347,泰尔股份,False
002348,高乐股份,False
002349,精华制药,False
002350,北京科锐,False
002351,漫步者,False
002352,顺丰控股,False
002353,杰瑞股份,False
002354,天娱数科,False
002355,兴民智通,False
002356,赫美集团,False
002357,富临运业,False
002358,森源电气,False
002359,北讯退,False
002360,同德化工,False
002361,神剑股份,False
002362,汉王科技,False
002363,隆基机械,False
002364,中恒电气,False
002365,永安药业,False
002366,融发核电,False
002367,康力电梯,False
002368,太极股份,False
002369,卓翼科技,False
002370,亚太药业,False
002371,北方华创,False
002372,伟星新材,False
002373,千方科技,False
002374,中锐股份,False
002375,亚厦股份,False
002376,新北洋,False
002377,国创高新,False
002378,章源钨业,False
002379,宏桥控股,False
002380,科远智慧,False
002381,双箭股份,False
002382,蓝帆医疗,False
002383,合众思壮,False
002384,东山精密,False
002385,大北农,False
002386,天原股份,False
002387,维信诺,False
002388,新亚制程,False
002389,航天彩虹,False
002390,信邦制药,False
002391,长青股份,False
002392,北京利尔,False
002393,力生制药,False
002394,联发股份,False
002395,双象股份,False
002396,星网锐捷,False
002397,梦洁股份,False
002398,垒知集团,False
002399,海普瑞,False
002400,省广集团,False
002401,中远海科,False
002402,和而泰,False
002403,爱仕达,False
002404,嘉欣丝绸,False
002405,四维图新,False
002406,远东传动,False
002407,多氟多,False
002408,齐翔腾达,False
002409,雅克科技,False
002410,广联达,False
002411,必康退,False
002412,汉森制药,False
002413,雷科防务,False
002414,高德红外,False
002415,海康威视,False
002416,爱施德,False
002417,深南退,False
002418,康盛股份,False
002419,天虹股份,False
002420,毅昌科技,False
002421,达实智能,False
002422,科伦药业,False
002423,中粮资本,False
002425,凯撒文化,False
002426,胜利精密,False
002427,尤夫股份,False
